No,nama_barang,kode_barang,golongan,bidang,kelompok,sub_kelompok,rincian_objek
5860,Prothrombin Timer,1.3.2.08.01.14.027,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5861,Coagulation Meter,1.3.2.08.01.14.028,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5862,Platelet Mixer,1.3.2.08.01.14.029,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5863,Blood Pipet Shaker,1.3.2.08.01.14.030,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5864,Billirubinometer,1.3.2.08.01.14.031,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5865,Automatic Dispencer,1.3.2.08.01.14.032,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5866,Automatic Dilluter Complete,1.3.2.08.01.14.033,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5867,Automatic Pipet Set,1.3.2.08.01.14.034,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5868,Magnetic Stirer (Alat Laboratorium Patologi),1.3.2.08.01.14.035,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5869,Hemathologi,1.3.2.08.01.14.036,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5870,Hematology Staining Set,1.3.2.08.01.14.037,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5871,Rh Typing Box,1.3.2.08.01.14.038,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5872,B.U.N. Analyzer,1.3.2.08.01.14.039,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5873,Enzim Analyzer,1.3.2.08.01.14.040,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5874,Microgasometer,1.3.2.08.01.14.041,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5875,Heating Bloet/Test Tube Heaters,1.3.2.08.01.14.042,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5876,alat laboratorium patologi  lainnya (dst),1.3.2.08.01.14.043,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM PATOLOGI
5877,Autosil (Double Distiled And Demineralized,1.3.2.08.01.15.001,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5878,Centrifuge Electric,1.3.2.08.01.15.002,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5879,Cryostat Microtome,1.3.2.08.01.15.003,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5880,Dry Heat Oven Electrophoresis Kit, Consist Of,1.3.2.08.01.15.004,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5881,Electrophoresis Chamber,1.3.2.08.01.15.005,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5882,Power Supply (Alat Laboratorium Immunologi),1.3.2.08.01.15.006,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5883,Sample Aplicator,1.3.2.08.01.15.007,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5884,Electrophoresis Market,1.3.2.08.01.15.008,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5885,Staining Trays,1.3.2.08.01.15.009,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5886,Absorbant Pads And Trips,1.3.2.08.01.15.010,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5887,Non Serrated Forceps,1.3.2.08.01.15.011,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5888,Capillary Tubes,1.3.2.08.01.15.012,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5889,Freezer - 30 Derajat Celcius,1.3.2.08.01.15.013,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
5890,Immunodiffusion System,1.3.2.08.01.15.014,ASET TETAP,PERALATAN DAN MESIN,ALAT LABORATORIUM,UNIT ALAT LABORATORIUM,ALAT LABORATORIUM IMMUNOLOGI
